doc_id,context,question,ratings,hypo_answers
sailing,"Brief Overview of the Rules

Sailing involves moving a boat solely by harnessing the power of the wind. Mastery over ever‑changing conditions requires both great skill and experience on the part of the athletes. In Olympic events, the rules of the international sailing federation, World Sailing, apply. Competitions are made up of fleet racing, where two equally-matched boats race around the same varied course.

There were ten events at the Tokyo Games, including windsurfing, mixed Nacra 17 Foiling, 49ers and the 470. The various sailing disciplines are constantly changing, and boats are designed to be increasingly small and lightweight, placing ever greater demands on both the athletic and technical capacities of the sailors. Two new events will take place for the first time at the Olympic Games in 2024: windsurfer – iQFoil and kiteboarding.",What are the two new events that will take place for the first time at the Olympic Games in 2024?,5,Breakdancing and surfing.
sailing,"Olympic History

Sailing has featured on the programme at every edition of the Olympic Games of the modern era. They could not take place on 1st April 1896 in Athens, however, as bad weather conditions forced the organisers to cancel the events. The first competitions therefore took place at the Olympic Games in Paris in 1900. Since then, the categories included in the competition have constantly evolved. The different events are organised by monotype classes—i.e. their size and weight.",When did sailing first feature on the programme at the Olympic Games of the modern era?,5,Sailing first featured on the programme at the Olympic Games of the modern era in 1900.
triathlon,"Although it comprises three long-established disciplines, triathlon is still a young sport, having only been invented the 1970s by the San Diego Track Club as alternative workout to traditional track training. The club held the first official triathlon event in 1974, which featured a 8.5km run, an 8km cycle and a swim just short of 550m. The sport grew in popularity throughout the 1980s and in 1989, the International Triathlon Union (ITU) was founded in Avignon, France, which was also the site for the first world championships held later that year.",When was the International Triathlon Union (ITU) founded?,5,The International Triathlon Union (ITU) was founded in 1989.
triathlon,"Brief Overview of the Rules

The triathlon race format at the Olympics for both the women’s and men’s events consist of a 1500m swim, a 40km cycle and a 10km run. There are no heats; the competition is a single race in which the first athlete to cross the finish line is the winner, a feat requiring versatility and skill.

A mixed relay event was added at the Tokyo 2020 Games, which saw teams of two men and two women compete over a short‑course triathlon. All three events will return at the Paris 2024 Olympic Games.",What are the three disciplines that make up the triathlon race format at the Olympics?,5,"The three disciplines that make up the triathlon race format at the Olympics are swimming, cycling, and running."
triathlon,"Olympic History

The World Triathlon Cup series began in 1991, with 11 races contested in eight different countries. This event soon made the sport more accessible, so much so that triathlon was added to the Olympic programme at the Sydney 2000 Games. As triathlon is a relatively new sport, no nation has been truly dominant. The 39 medals awarded in six Games have been split between 16 National Olympic Committees, none of which has won more than three gold medals (Great Britain).",Which country has won the most gold medals in triathlon at the Olympic Games?,2,Great Britain
cyclingbmxfreestyle,"Bicycle Motocross (BMX) Freestyle was born out of the imagination of children and teenagers in California in the 1970s, who were inspired by the moves of BMX racers in the region. The sport became increasingly popular over the subsequent decades and was integrated into the programmes of extreme sports competitions including the X Games in the 2000s and the FISE International Festival of Extreme Sports. The first BMX Freestyle World Cup was organised by cycling’s world governing body, the Union Cycliste Internationale (UCI), in 2016 as part of that year’s FISE.",What inspired the creation of BMX Freestyle in California in the 1970s?,5,"The creation of BMX Freestyle in California in the 1970s was inspired by the desire to combine elements of skateboarding, motocross, and gymnastics into one exciting and dynamic sport that allowed riders to showcase their creativity and skills in new and innovative ways."
cyclingbmxfreestyle,"Brief Overview of the Rules

The BMX Freestyle competition will take place in an urban park where riders will perform as many tricks as possible in 60 seconds. They will be scored based on the difficulty of the tricks, the height of their jumps, and the creativity and style of their routines.",What factors will the riders be scored on in the BMX Freestyle competition?,5,"The riders will be scored on factors such as difficulty of tricks, execution of tricks, style, creativity, use of the course, speed, height, and overall impression."
cyclingbmxfreestyle,"Olympic History

BMX Freestyle got its first run out on the Olympic stage at the 2018 Youth Olympic Games in Buenos Aires. It offered a thrilling spectacle in front of packed crowds, convincing the International Olympic Committee of the potential of this ultimate urban sport.

BMX Freestyle returns for its second Olympic Games at Paris 2024 after making its competitive debut at Tokyo 2020.",When did BMX Freestyle make its competitive debut at the Olympic Games?,4,BMX Freestyle made its competitive debut at the Olympic Games in Tokyo 2020.
cyclingmountainbike,"Mountain bike is a relatively new sport that emerged in the 1970s, when cyclists in California decided to take their bikes off-road and explore new trails. In the 1990s, the first mountain bikes that could withstand the impact of rougher terrain were created, and the hobby subsequently took off, quickly becoming a sport in its own right. The first informal competitions took place in the late 1970s before the first official world championships were held in the 1990s.",What led to the creation and popularity of mountain biking as a sport in the 1970s and 1990s?,5,"The creation and popularity of mountain biking as a sport in the 1970s and 1990s was largely due to the development of specialized bikes and equipment designed specifically for off-road trails, as well as the increasing interest in outdoor adventure and extreme sports during those decades. Additionally, the rise of mountain biking competitions and the growth of mountain biking communities also contributed to its popularity."
cyclingmountainbike,"Brief Overview of the Rules

There are two cross-country mountain bike events: one for women and one for men. Riders set off from the same starting line and contest multiple laps around a loop on mountainous, rough terrain that tests their technique, endurance, and stamina.

Races feature a mass start and, in general, multiple laps. Riders take one to two hours to complete an intense course full of twists and turns, covering tens of kilometres during the event.",How long do riders typically take to complete the cross-country mountain bike event?,4,Riders typically take around 2-3 hours to complete the cross-country mountain bike event.
cyclingmountainbike,"Olympic History

Mountain bike made its Olympic debut 100 years after track cycling and road cycling at the Atlanta 1996 Olympic Games, with individual races for men and women. French and Swiss athletes have regularly finished on the Olympic podium in mountain bike, combining for 16 of the 42 medals awarded in the discipline.","Which country has historically dominated the Olympics in mountain bike cycling, winning a total of 16 out of 42 medals in the discipline?",5,The country that has historically dominated the Olympics in mountain bike cycling is France.
cricket,"Cricket is a bat-and-ball team sport where the batting side tries to score as many runs as possible while the bowling side attempts to get batters out, also known as taking wickets, and restrict the flow or runs.

Cricket bats are constructed from high-grade willow with balls made of leather stitched onto a cork core.

International cricket was solely comprised of Test matches comprising two innings per team, but limited overs formats have largely taken over in recent decades with Twenty20 - 20 overs per side - it is the suggested format to be played at the Los Angeles 2028 Olympic Games.",What material are cricket bats typically made from?,5,Cricket bats are typically made from English willow wood.
cricket,"By whom, where and when was Cricket invented?

Cricket was first played in southern England in the 16th century but it was not until 1744 that the 'Laws of Cricket' were codified with the first recorded women's match taking place a year later.

Limited overs cricket, where teams have a set number of overs to post a score, was founded in India in 1951 with the first-one-day international (ODI) held in 1971.

While ODIs have gradually been shortened, to satisfy timing and television demands, to 50 overs a side, Twenty20 cricket (or T20) was created in 2003 by the England and Wales Cricket Board.

T20 internationals were first held the following year and, thanks to innovations like the Indian Premier League (IPL), 20-over-a-side cricket has become its most popular format with numerous leagues attracting top players from across the world.",When were the 'Laws of Cricket' codified and the first recorded women's match took place?,2,"The 'Laws of Cricket' were codified in 1744 by the London Club. The first recorded women's match took place in 1745 between Bramley and Hambledon in Surrey, England."
cricket,"What are the rules of Cricket?

Each team has 11 players with one side batting and the other fielding. The fielding side has at least five bowlers who bowl (throwing with a straight arm unlike a baseball pitcher's bent arm) at one of a pair of batters on a pitch 22 yards (20 metres) away. The batter guards a set of three wooden stumps in the ground - with two bails on top - and the wicketkeeper from the fielding side stands behind them.

A batter scores runs by hitting the ball and running to the other end of the pitch with their partner going in the opposite direction. If they score an odd number of runs, their partner faces the next ball. A batter scores four runs for hitting the ball to the boundary, and six runs should the ball clear the boundary rope without touching the ground. A bowler bowls an over - six balls in succession - before another bowler begins the next over from the other end of the pitch.

The main ways in which a batter can be out (dismissed) are bowled (if the bails are dislodged by the ball), caught, leg before wicket (if the ball hits the batter's pads in front of the stumps) and run out (bails removed by a member of the fielding side with the ball before the batter completes a run).

If a team loses 10 wickets, leaving one batter on their own, they are 'all out' and the innings is over. In T20, the innings is usually complete at the end of 20 overs. The team batting second must then try to exceed that score inside 20 overs and without losing all 10 wickets.

In the Laws of Cricket, the only difference between the men's and women's games is the use of a slightly smaller and lighter ball in the latter.",What are the ways in which a batter can be out in the game of Cricket?,5,"A batter can be out in the game of Cricket through several ways, including being bowled, caught, run out, stumped, leg before wicket (LBW), hit wicket, handling the ball, obstructing the field, and timed out."
cricket,"Cricket and the Olympics

Cricket's only previous Olympic appearance came at the Paris 1900 Games. It consisted of a single two-innings-a-side two-day match with Great Britain's Devon and Somerset Wanderers defeating France's French Athletic Club Union.

T20 is the format that is proposed for Los Angeles 2028.",What format of cricket is proposed for inclusion in the Los Angeles 2028 Olympics?,5,T20 cricket format.
cricket,"Best Cricket players to watch

Having been exported from England, cricket's power base remains in former British colonies.

Until the turn of the century, India, Australia, England, New Zealand, Pakistan, Sri Lanka, South Africa, Zimbabwe and the West Indies - a composite representative team featuring the likes of Jamaica, Barbados and Trinidad and Tobago - were the nine ""Full Members"" of the International Cricket Council.

Bangladesh became the 10th Full Member in 2000 with Ireland and Afghanistan making it 12 in 2017.

The West Indies dominated men's cricket in the 1980s but have struggled of late and failed to reach the 50-over-a-side World Cup in 2023.

England, whose players would represent Great Britain at Los Angeles 2028, beat Pakistan in the final of the last T20 World Cup in 2022. Hard-hitting wicketkeeper Jos Buttler and spin bowler Adil Rashid are among their leading lights.

Cricket-mad India, led by batters Rohit Sharma and Virat Kohli, and Australia are also big players with New Zealand finally winning a major tournament by becoming World Test champions in 2021.

Women's cricket has grown in popularity since coming under the International Cricket Council umbrella in 2005. Australia, led by star duo Ellyse Perry and Meg Lanning, has long been the dominant nation in women's cricket, winning three consecutive T20 World Cups and four of the last seven one-day World Cups.","Which country has been the dominant nation in women's cricket, winning three consecutive T20 World Cups and four of the last seven one-day World Cups?",2,Australia
football,"Although football can trace its roots back to Ancient China, the modern version of the game was born on the streets of medieval England, before going on to become the most popular sport in the world.

The (very) early games of football in medieval England involved a large mass of people who would attempt to drag a pig’s bladder—by any means possible—to markers at opposing ends of a town. Such events were well known for being as violent as they were popular. In the 16th century, English schools established the modern football codes, thereby transforming what were mob riots into a proper sport.",What was the historical significance of football in medieval England?,3,"Football in medieval England was primarily played as a street or mob game with few rules, involving a large number of people kicking a ball towards a designated goal or landmark. It was often associated with rowdy behavior and disturbances, leading to various bans and restrictions by authorities. While football in medieval England was not organized or regulated like the modern sport we know today, it did help to lay the foundation for the development of the game over the centuries."
football,"Brief Overview of the Rules

The women’s competition at the Olympic Games is organised in exactly the same way as FIFA tournaments: two teams of 11 players contest a 90-minute match (plus stoppage time) split into two 45-minute halves on a grass pitch. The same rules apply to the men’s game, but with a slight difference in the composition of the teams: each team must be made up entirely of players born on or after 1 January 2001 (aged 23 at the time of Paris 2024) However, three (3) footballers born before the mentioned date, above the age limit, can be included in the squad list (18 players per team).

Football is also one of the few sports at the Games where the tournament starts before the opening ceremony due to the number of matches; since the Sydney 2000 Olympic Games, the football tournament has started two days before the Games are officially opened.",How many players can be included in each team's squad list for the women's competition at the Olympic Games?,5,"For the women's competition at the Olympic Games, each team is allowed to include a maximum of 18 players in their squad list."
football,"Olympic History

Football was first included on the Olympic programme at the Games of the II Olympiad (Paris 1900) and has been contested at every edition since, save for the Los Angeles 1932 Games (in an attempt to promote the new men’s FIFA World Cup tournament). 

Women’s football made its Olympic debut at the Atlanta Games in 1996. The USA has finished on top of the podium multiple times, including at Atlanta 1996, Athens 2004, Beijing 2008 and London 2012. Germany won gold at Rio 2016, while Canada are the defending Olympic champions after triumphing at Tokyo 2020.

Europe dominated the men’s competition until the 1992 Games in Barcelona, where Spain became the last European team to win a gold medal. Since the 1996 Olympic Games in Atlanta, African and Latin American teams have won every gold medal, with Brazil repeating as Olympic champions at Tokyo 2020.

Many footballing greats have taken part in the Olympic Games, including Ferenc Puskás in 1952, Lev Yashin in 1956, Samuel Eto’o in 2000, Lionel Messi in 2008, Neymar in 2012 and 2016, Marta in 2004, 2008, 2012, 2016 and 2020, and Alex Morgan in 2012, 2016 and 2020.",When did women's football make its Olympic debut?,5,Women's football made its Olympic debut in 1996 at the Atlanta Games.
volleyball,"William G. Morgan, a YMCA physical education director and a student at Springfield College, is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts. 

Mintonette (as volleyball was called at the time) was designed to be an indoor pastime that could be enjoyed by older members of the YMCA, and took some of its characteristics from other sports including tennis and handball. 

Volleyball became popular very quickly, and rapidly developed in other countries in the early 20th century, first in Canada, then in Cuba and Japan. The first rulebooks for the sport were produced in the early 1900s, with the first international federation (Fédération Internationale de Volleyball (FIVB)) following in 1947. The first men’s world championships took place the following year, with the women’s competition debuting in 1952.",Who is credited with creating the game of volleyball in 1895?,5,William G. Morgan
volleyball,"Brief Overview of the Rules

Volleyball is played by two teams of six players on an indoor court 18m long and 9m wide. Matches are played to the best of five sets. A point is scored when the ball lands within the court boundaries or when a playing error is made. The first team to score 25 points by a two-point margin wins the set, with each match following a best-of-five sets format. If required, a fifth set is played to 15 points (a winning margin of two points is still required). 

In a game of volleyball, the ball can reach speeds of up to 130km/h, particularly following a spectacular jump serve or smash. Athletes therefore require great strength and lightning-fast reflexes to block them.",What is the required winning margin for a team to win a set in volleyball?,5,The required winning margin for a team to win a set in volleyball is two points.
volleyball,"Olympic History

Volleyball made its Olympic debut at the Tokyo 1964 Games. The women’s and men’s competitions used a single round-robin format, where every team was placed into a single pool and played each other once. This system remained in place until the 1972 Olympic Games in Munich; the format was switched to a pool round and final round of quarter‑finals, semi-finals and a final to determine the medal winners.

Teams from the Soviet Union and Cuba regularly found the Olympic podium in the 1980s, as did Italy and the People’s Republic of China in the 1990s, followed by Brazil in the 2000s. The former Soviet Union, Brazil and the United States top the Olympic volleyball medal board and are the only three National Olympic Committees with at least ten medals apiece.","Which three National Olympic Committees top the Olympic volleyball medal board, with each having at least ten medals apiece?",5,"1. United States
2. Brazil
3. Russia"
beachvolleyball,"A variation of volleyball played on sand first appeared on the beaches of Santa Monica, California in the 1920s. The first beach volleyball tournament took place in 1947 and the first circuit was launched in the 1950s, involving hundreds of players on Californian beaches. The first professional players’ union was established in the 1980s and the first international tournament sanctioned by the International Volleyball Federation (FIVB) was held in 1987.",When did the first international tournament sanctioned by the International Volleyball Federation (FIVB) take place in beach volleyball?,3,The first international tournament sanctioned by the FIVB in beach volleyball took place in 1987.
beachvolleyball,"Brief Overview of the Rules

Beach volleyball is played by two teams of two players on a sand court 16m long and 8m wide—slightly smaller than an indoor court—that is divided by a net. Beach volleyball uses the same net height as indoor volleyball: 2.24m for women and 2.43m for men.

The first team to win two sets wins the match. The first two sets are played to 21 points each and the third set, if necessary, is played to 15 points. As there are only two players per team, players have a lot more ground to cover, which means they need lightning-fast reflexes. Beach volleyball matches are played outdoors, where wind, sun, and rain can affect playing conditions; players therefore need to be very versatile and adapt to the elements in order to succeed.",What are the dimensions of a beach volleyball court and how many sets are played in a match?,5,"The dimensions of a beach volleyball court are 16m by 8m. In a beach volleyball match, teams typically play best out of three sets."
beachvolleyball,"Olympic History

Beach volleyball made its official Olympic debut at the Atlanta 1996 Olympic Games after first appearing as a demonstration sport at the 1992 Summer Olympics in Barcelona. Brazil and the USA have achieved considerable success in the sport, winning a combined 24 Olympic medals (including 10 golds) out of a possible 42. The only other NOCs to finish on top of the podium have been Germany in the men’s (London 2012) and women’s tournaments (Rio 2016), Australia in the women’s tournament (Sydney 2000), and Norway in the men’s tournament (Tokyo 2020).",Which countries have achieved the most success in beach volleyball at the Olympics?,5,"Brazil and the United States have historically been the most successful countries in beach volleyball at the Olympics. Both countries have consistently won multiple medals in the sport since it was introduced to the Olympic program in 1996. Other successful countries include Germany, the Netherlands, and Australia."
handball,"Handball was first played towards the end of the 19th century in Scandinavia and Germany, where field handball was also gaining recognition as a sport. G.Wallström introduced the sport to Sweden in 1910. The two versions of the sport were played until 1966, when indoor handball began to replace field handball.",What year did indoor handball begin to replace field handball as the dominant version of the sport?,5,Indoor handball began to replace field handball as the dominant version of the sport in the late 1940s.
handball,"Brief Overview of the Rules

The modern version is played on an indoor court measuring 40m x 20m between two teams of seven players each. Players can take up to three steps without dribbling and can hold the ball for a maximum of three seconds. The team with the most goals at the end of the two 30-minute halves wins. Twelve teams compete in both the women’s and men’s tournaments at the Olympic Games.

Handball is a contact sport in which attackers and defenders can make body contact with an opponent, making it a very physical and demanding sport. Offensive strategies are even encouraged, as passive play is illegal. Endurance and strength are therefore vital qualities for the players; however, this sport also involves tactics, teamwork, and flexibility, as all players alternate between attack and defence.",How many players are on each team in a modern indoor handball game?,5,There are typically 7 players on each team in a modern indoor handball game.
handball,"Olympic History

Field handball made its Olympic debut at the Berlin 1936 Games and was a demonstration sport at the Helsinki 1952 Games. The indoor version first appeared on the Olympic programme 20 years later at the Munich 1972 Games.

The first women’s competition was held four years later at the Montreal 1976 Olympic Games.",What year did field handball make its Olympic debut and when did the indoor version first appear on the Olympic programme?,5,Field handball made its Olympic debut in 1936 at the Berlin Games. The indoor version of handball first appeared on the Olympic programme in 1972 at the Munich Games.
cyclingbmxracing,"BMX racing emerged from the motocross craze that took off in California in the 1960s, as youngsters began racing their bikes on improvised tracks all over the state. BMX began to develop into a proper sport in the early 1980s; in 1981 the International BMX Federation was founded, with the first BMX world championships following one year later. BMX was integrated into the Union Cycliste Internationale (UCI) in 1993, thereby clearing the first hurdle required to feature at the Olympic Games.",How did BMX racing develop into a proper sport in the early 1980s?,4,"BMX racing developed into a proper sport in the early 1980s through increased recognition and support from sponsors, media coverage, and organizations dedicated to promoting and organizing competitions. This led to the establishment of formal rules and regulations, standardized tracks, and official competitions that elevated BMX racing from a grassroots activity to a mainstream sport."
cyclingbmxracing,"Brief Overview of the Rules

BMX racing is a much more explosive format than other, more traditional cycling disciplines which tend to reward endurance over several minutes, whereas BMX racing requires an intense burst of energy over a brief period lasting just a few seconds. Sprint races are contested by a maximum of eight riders on a track packed with jumps, banked corners and obstacles, where the rider with the quickest reactions and fastest pace wins.

Riders launch themselves from a gate atop the eight-metre high start hill onto the 400m track, reaching speeds of up to 60 km/h. Quick reactions and explosive power are essential to burst out of the gate at the front of the pack and hold on to the lead through to the finish line. The final race is often a thrilling spectacle that viewers watch with bated breath.",What are the key skills needed to excel in BMX racing?,2,"The key skills needed to excel in BMX racing include balance, coordination, agility, speed, strength, and endurance. Riders also need to have a strong understanding of racing tactics and strategies, as well as the ability to react quickly to changes in the race. Additionally, mental toughness and determination are important skills to have in order to push through the physical demands of the sport."
cyclingbmxracing,"Olympic History

In 2003, the International Olympic Committee made BMX an Olympic sport for the Beijing 2008 Olympic Games. Despite the sport’s relatively short history on the Olympic stage, certain athletes have already made their presence felt at the Games; two-time Olympic gold medalist Mariana Pajón (COL) and Tokyo 2020 champion and 2021 world champion Niek Kimmann (NED) are two of the favourites to finish on top of the podium at Paris 2024.",Who are two of the favorites to win Olympic gold in BMX at the Paris 2024 Games?,5,Two of the favorites to win Olympic gold in BMX at the Paris 2024 Games could be Connor Fields from the United States and Laura Smulders from the Netherlands.
golf,"Golf was one of the first modern sports to codify its rules in 1744 in Edinburgh, Scotland. At the end of the 19th century, the first women’s tournaments were established. Today, there are more than 60 million golfers and over 30,000 golf courses worldwide.",When were the rules of golf first codified?,4,"The rules of golf were first codified in 1744 by the Gentlemen Golfers of Leith, now known as The Honourable Company of Edinburgh Golfers."
golf,"Brief Overview of the Rules

Golf is a straightforward game in principle and is effectively explained in its first rule: “The Game of Golf consists of playing a ball with a club from the teeing ground into the hole by a stroke or successive strokes in accordance with the Rules.” Players use different clubs based on varying criteria, including distance to the hole and playing surface.

The golf format at the Olympic Games is stroke play, which consists of counting the number of strokes a golfer takes to complete an 18-hole course played four times over four days. The player with the lowest number of strokes at the end of the four rounds wins the tournament.",What format is used for golf at the Olympic Games?,5,Stroke play format.
golf,"Olympic History

Prior to the Rio 2016 Olympic Games, golf had featured on the Olympic programme on just two occasions: in 1900 and 1904. The sport made its Olympic comeback in Brazil and was contested again at the Tokyo 2020 Olympic Games in 2021.",When was the last time golf was included in the Olympic Games prior to Rio 2016 and Tokyo 2020?,5,"Golf was last included in the Olympic Games in 1904, before being reintroduced in Rio 2016 and Tokyo 2020."
beachhandball,"After beach volleyball began to thrive on Italy’s beaches, it inspired the country’s handball players to transfer the game to the sand.",What sport did Italy's handball players decide to play on the sand after seeing the success of beach volleyball on the country's beaches?,4,Beach handball
beachhandball,"Beach Handball Evolution

In the late 1980s, Italian coach Simonetta Montagni began developing handball on the beach. As the discipline began to grow in popularity, coach Luciano Bartolini was asked to create the first set of rules for the game in 1990, making the fast-paced game fit within the existing beach volleyball court lines.

In 2000, beach handball became an official European Handball Federation (EHF) sport, and the first EHF Beach Handball European Championship was held that year in Gaeta, Italy. The sport was further developed with representatives of the International Handball Federation (IHF), and it began to reach a global audience. In 2004, the first Beach Handball World Championship was held in Egypt, and the first IHF under-17 World Championships were held in Mauritius in 2017. There, Spain won the men’s event and Hungary claimed the women’s gold.",Who won the men's event at the first IHF under-17 World Championships held in Mauritius in 2017?,1,Egypt
beachhandball,"Beach and Indoor Differences

While beach handball stems from indoor handball, the sand underfoot shapes how the game is played. The softer landing often results in spectacular, twisting mid-air shots from players hoping to outwit the goalkeeper. Unlike indoor handball, beach handball is not only a non-contact sport, but each period is also scored separately. The winner of a period is awarded one point. Tied matches are decided by a shootout, where a player will try to beat the opposing team’s goalkeeper in a one-on-one. In the shootouts, each team gets five initial attempts. If the scores remained tied, sudden death decides the winner.","What scoring system is used in beach handball, and how are tied matches typically decided?",5,"In beach handball, the most common scoring system used is the best of three sets, with each set played to a certain number of points (usually 12 or 16). Tied matches are typically decided by a shootout, where each team gets a certain number of attempts to score against the goalkeeper one-on-one."
beachhandball,"The Basics

In beach handball, four players from a squad of 10 – nine at the Olympic Games – take the court at a time: three players and one goalkeeper. As with indoor handball, goals are scored when the ball is thrown into the opponent’s goal, with spectacular goals, such as in-flight goals are spin shots, and goals that are scored by a goalkeeper, or from a penalty throw, worth an extra point. Beach handball matches are fast-paced, with two, 10-minute periods of play.",How many players take the court at a time in beach handball?,5,4 players per team take the court at a time in beach handball.
beachhandball,"Olympic History

Beach Handball, a new discipline of handball, made its debut on the Olympic stage at the Summer Youth Olympic Games Buenos Aires 2018. There, it replaced indoor handball, which was included at Singapore 2010 and Nanjing 2014. The discipline made a big statement at Buenos Aires 2018 since it had the largest number of athletes of any of the new disciplines; 215 athletes competed in the men’s and women’s tournaments. The men’s team from Spain and the women’s team from Argentina each took the gold.",Which country's team won the gold in the men's beach handball tournament at the Summer Youth Olympic Games Buenos Aires 2018?,5,Portugal
waterpolo,"Water polo was initially a dangerous sport that first developed in the rivers and lakes of mid-19th century England as an aquatic version of rugby. In 1870, the London Swimming Association developed rules for the sport to be used in indoor swimming pools. Later rules that developed in Scotland emphasized a football style of play as opposed to the “rugby variant.” Water polo was introduced to the USA in 1888, where the rugby style of play—similar to the sport of American football—was used in the water. However, the rest of the world adopted the Scottish rules of the sport, which formed the basis for the sport of water polo as we know it today. The first international match took place in 1890 between England and Scotland (Scotland won 4-0).","What style of play did Scotland emphasize in water polo, leading to the development of the sport as we know it today?",5,"The style of play that Scotland emphasized in water polo was a more physical and aggressive approach, often described as ""rough and tumble."""
waterpolo,"Brief Overview of the Rules

Two teams of seven players face off in a 3m deep pool, the dimensions of which are not fixed and can vary between 20×10 and 30×20 meters. World Aquatics-approved matches require a 30x20 meter pool for men and a 25x20 meter pool for women. Matches consist of four eight-minute quarters. Other than the goalkeeper, players may only hold the ball with one hand. Possession lasts 30 seconds; if the team does not attempt a shot within that time, possession passes to the opposition and the shot clock is reset.

Water polo is an intensely physical sport; contact is permitted with players possessing the ball. Strength, endurance, power and strategy are therefore essential.",What are the dimensions of the pool required for a World Aquatics-approved men's water polo match?,5,"The dimensions of the pool required for a World Aquatics-approved men's water polo match are typically around 30 meters in length and 20 meters in width, with a minimum depth of 2 meters."
waterpolo,"Olympic History

Water polo is one of the oldest team sports at the modern Olympic Games, as it was added to the programme at the same time as rugby in 1900 – first in the form of competitions between clubs, then tournaments between countries from 1908. However, it wasn’t until Sydney 2000, a century later, that the women’s competition was introduced at the Olympic Games.

European National Olympic Committees have been the dominant force in men’s water polo for years, with an NOC from the continent winning gold at every edition of the Games since 1908. Hungary tops the men’s medal table with 16 medals (including nine golds). Women’s water polo at the Olympics is still in its infancy, but the USA are the reigning three-time champions after winning gold at London 2012, Rio 2016 and Tokyo 2020.",When was the women's water polo competition introduced at the Olympic Games?,4,The women's water polo competition was introduced at the Olympic Games in the year 2000.
canoesprint,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The first recorded competitive canoe sprint race took place at the British Royal Canoe Club in 1869.",Where did the first recorded competitive canoe sprint race take place in 1869?,5,"The correct answer is Trenton, Canada."
canoesprint,"Brief Overview of the Rules

Canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Canoe sprint races take place on flatwater and feature sprints over various distances (women’s races are either over 200m or 500m, while men’s races are either 500m or 1000m), with one, two or four athletes per boat.",What type of paddle do canoeists use during races?,3,Canoeists typically use a single-bladed paddle during races.
canoesprint,"Olympic History

Canoe sprint became an Olympic medal discipline at the Berlin 1936 Olympic Games, after previously featuring as a demonstration event at the Paris 1924 Olympic Games.",When did canoe sprint officially become an Olympic medal discipline?,5,"Canoe sprint officially became an Olympic medal discipline in 1936, at the Berlin Games."
judo,"Judo is a traditional Japanese martial art derived from jiu-jitsu, the hand-to-hand combat technique of ancient samurai warriors. Dr Jigoro Kano is credited for founding the discipline in Tokyo after opening his first dojo (school), the kōdōkan, in 1882. In Japanese, the word “judo” means “the gentle way,” but the traditional wrestling sport can hardly be described as such—it requires considerable physical effort. Dr. Kano combined the philosophical principles of judo with physical, intellectual and moral education methods while simultaneously eliminating many of the more dangerous aspects of jiu-jitsu. Judo became popular in Europe and particularly France in the late 20th century, becoming the first martial art widely practised outside of Japan.",Who is credited with founding the discipline of Judo in Tokyo in 1882?,5,Jigoro Kano
judo,"Brief Overview of the Rules

The objective of judo is to throw your opponent to the ground, immobilise them with a pinning hold or force them into submission with a joint lock or choke. There are two types of scores in judo:

An ippon is awarded when an athlete throws his opponent to the mat on his or her back with strength, speed and control. An ippon can also be awarded through submission or by pinning an opponent to the ground for 20 seconds. If a judoka achieves ippon, they immediately win the match.

A waza-ari is awarded for a throw that isn’t clear enough to be an ippon (either because it lacked speed or force, or the opponent did not land primarily on their back) or when an   opponent is pinned down for less than 20 seconds (but longer than 10 seconds). Two waza‑ari in one match is the equivalent of an ippon and immediately ends the match.

Judo competitions are divided into weight classes for both genders, with a match lasting four minutes (the match enters overtime in the event of a tied score after four minutes). Penalties are awarded for passiveness during matches or behaviour deemed contrary to the spirit of judo.",What is the difference between an ippon and a waza-ari in judo scoring?,5,"An ippon in judo scoring is the highest score a competitor can achieve, awarded for a perfect throw, pin, or submission technique. A waza-ari is a lower score awarded for a throw that is almost perfect but not quite as technically precise as an ippon."
judo,"Olympic History

Judo made its Olympic debut at Tokyo 1964, and has been a permanent fixture of the Olympic programme since the 1972 Games in Munich. The women's competition was introduced at the Olympics in 1988 as a demonstration sport, though it became an official medal event just four years later at the Barcelona 1992 Olympic Games.

Since its introduction to the Olympic Games, judo's popularity has flourished worldwide, with 128 National Olympic Committees competing in the judo competition at the Tokyo 2020 Olympic Games. Japan has been a formidable force in the sport at the Games, with Japanese judokas winning 96 medals. French (57 medals) and Republic of Korea (46 medals) judokas have also been tremendously successful.","When did judo make its debut at the Olympic Games, and when did the women's competition become an official medal event?",5,"Judo made its debut at the Olympic Games in 1964 in Tokyo, Japan. The women's competition became an official medal event in 1992 at the Barcelona Olympic Games."
futsal,"Futsal, commonly translated as “indoor football”, comes from the Spanish “fútbol sala” and from the Portuguese “futebol de salão”.","Where does the term ""futsal"" originate from?",5,"The term ""futsal"" originates from the Spanish words ""fútbol sala,"" which translates to ""indoor football"" in English. It is a variation of soccer played on a smaller, indoor court."
